0,0,1.83647,2.45996,1.20473,0.366898,67,358,0.187151
0,1,1.78521,2.57974,0.806449,0.419734,110,358,0.307263
0,2,1.73699,2.56113,0.630369,0.471905,119,358,0.332402
0,3,1.74044,2.89592,0.336758,0.518063,127,358,0.354749
0,4,1.68591,2.6383,0.457143,0.504678,132,358,0.368715
0,5,1.68784,2.87737,0.374969,0.560837,132,358,0.368715
0,6,1.65001,2.81105,0.408349,0.490153,151,357,0.422969
0,7,1.63942,2.97639,0.343569,0.550437,154,357,0.431373
0,8,1.61796,2.59337,0.272586,0.566122,147,357,0.411765
0,9,1.58815,2.98567,0.546583,0.372058,160,357,0.448179
1,0,1.62679,3.37537,0.506627,0.479451,162,358,0.452514
1,1,1.56903,3.78977,0.539871,0.47223,170,358,0.47486
1,2,1.60209,4.0193,0.526076,0.464487,169,358,0.472067
1,3,1.60262,3.58556,0.605624,0.483432,165,358,0.460894
1,4,1.58553,3.63691,0.520536,0.520971,178,358,0.497207
1,5,1.53517,3.96145,0.543009,0.498919,190,358,0.530726
1,6,1.5458,3.54072,0.435171,0.488055,185,357,0.518207
1,7,1.51017,3.40909,0.473622,0.45511,187,357,0.52381
1,8,1.51026,3.93532,0.396315,0.486835,202,357,0.565826
1,9,1.53735,3.59553,0.362275,0.493573,185,357,0.518207
2,0,1.50848,3.03559,0.309131,0.464833,179,358,0.5
2,1,1.53591,3.20625,0.426794,0.455847,181,358,0.505587
2,0,1.4803,2.89189,0.47396,0.437732,216,358,0.603352
2,1,1.51926,3.32245,0.450151,0.444025,194,358,0.541899
2,2,1.46875,2.92057,0.408436,0.443442,225,358,0.628492
2,3,1.47547,3.57845,0.378903,0.469553,208,358,0.581006
2,4,1.45527,3.33499,0.419468,0.464019,220,358,0.614525
2,5,1.42981,2.65548,0.410965,0.439486,221,358,0.617318
2,6,1.47433,3.19778,0.353493,0.485451,214,357,0.59944
2,7,1.44527,3.34775,0.456285,0.454118,218,357,0.610644
2,8,1.47242,3.02889,0.432074,0.481427,213,357,0.596639
2,9,1.5068,3.32647,0.334295,0.50374,200,357,0.560224
3,0,1.46746,3.29363,0.368519,0.432482,232,358,0.648045
3,1,1.46546,3.36936,0.356181,0.472098,223,358,0.622905
3,2,1.4497,3.08683,0.322377,0.452586,231,358,0.645251
3,3,1.46105,3.21622,0.347041,0.424525,226,358,0.631285
3,4,1.43381,2.92009,0.324043,0.427246,230,358,0.642458
3,5,1.42721,2.87292,0.323511,0.408072,230,358,0.642458
3,6,1.42562,3.1843,0.527221,0.430954,229,357,0.641457
3,7,1.38381,2.83772,0.300093,0.412198,247,357,0.691877
3,8,1.4414,2.78052,0.304584,0.415383,237,357,0.663866
3,9,1.47444,4.00838,0.316507,0.586174,171,357,0.478992
4,0,1.42223,3.45728,0.362963,0.448218,227,358,0.634078
4,1,1.46706,3.32628,0.232654,0.474485,227,358,0.634078
4,2,1.4112,3.21503,0.484567,0.417649,244,358,0.681564
4,3,1.48202,3.94329,0.515369,0.472641,230,358,0.642458
4,4,1.39761,3.61396,0.422276,0.440666,246,358,0.687151
4,5,1.41862,3.35077,0.482678,0.479187,240,358,0.670391
4,6,1.40167,3.60811,0.354034,0.477619,244,357,0.683473
4,7,1.41242,3.0765,0.429909,0.444693,233,357,0.652661
4,8,1.36917,2.99264,0.346435,0.416793,250,357,0.70028
4,9,1.42537,2.80145,0.199528,0.60582,218,357,0.610644
5,0,1.43571,2.88719,0.274844,0.510305,217,358,0.606145
5,1,1.39062,3.14443,0.20566,0.464423,241,358,0.673184
5,2,1.45884,2.86531,0.233343,0.527516,209,358,0.583799
5,3,1.43863,3.38193,0.25472,0.492955,223,358,0.622905
5,4,1.42413,3.0759,0.202952,0.533083,215,358,0.600559
5,5,1.35045,2.95093,0.229394,0.501743,234,358,0.653631
5,6,1.34621,2.45811,0.200591,0.494235,241,357,0.67507
5,7,1.38429,2.89187,0.214215,0.51768,232,357,0.64986
5,8,1.33226,2.85632,0.316419,0.460945,239,357,0.669468
5,9,1.4913,4.32814,0.160083,0.612453,201,357,0.563025
5,0,1.36891,3.90773,0.267675,0.482344,262,358,0.731844
5,1,1.37656,3.92558,0.443973,0.48681,251,358,0.701117
5,2,1.34963,2.88299,0.282982,0.469135,251,358,0.701117
5,3,1.3826,3.57938,0.354043,0.522744,239,358,0.667598
5,4,1.36776,3.53773,0.338397,0.488472,251,358,0.701117
5,5,1.40085,4.80074,0.305799,0.552629,241,358,0.673184
5,6,1.34077,3.59745,0.329258,0.475261,251,357,0.703081
5,7,1.32073,3.47094,0.315786,0.467751,275,357,0.770308
5,8,1.34021,3.33743,0.302478,0.498532,254,357,0.711485
5,9,1.36134,2.7717,0.32342,0.439777,251,357,0.703081
6,0,1.39363,3.30321,0.209326,0.659106,232,358,0.648045
6,1,1.42739,3.37179,0.138515,0.627132,235,358,0.656425
6,2,1.42011,3.58391,0.0617122,0.677849,225,358,0.628492
6,3,1.40903,3.16279,0.174481,0.621618,234,358,0.653631
6,4,1.40029,3.06209,0.0557318,0.616139,244,358,0.681564
6,5,1.44451,3.11711,0.0840403,0.643752,219,358,0.611732
6,6,1.4091,3.85538,0.141653,0.661323,237,357,0.663866
6,7,1.4217,3.49893,0.184645,0.674805,239,357,0.669468
6,8,1.36079,3.40746,0.118673,0.636099,245,357,0.686275
6,9,1.38477,3.28192,0.224948,0.55768,232,357,0.64986
7,0,1.31288,3.24774,0.230849,0.512815,283,358,0.790503
7,1,1.31982,3.08187,0.273694,0.478873,283,358,0.790503
7,2,1.30616,3.02206,0.24936,0.499143,275,358,0.768156
7,3,1.25714,2.37238,0.278125,0.458775,286,358,0.798883
7,4,1.28938,3.24529,0.166306,0.503247,289,358,0.807263
7,5,1.26459,2.82902,0.226122,0.45514,298,358,0.832402
7,6,1.26953,3.72885,0.264324,0.523029,295,357,0.826331
7,7,1.28857,2.90036,0.222081,0.483222,294,357,0.823529
7,8,1.25207,3.13125,0.193827,0.528599,289,357,0.809524
7,9,1.25905,3.24628,0.160926,0.480776,295,357,0.826331
8,0,1.27847,2.95245,0.152976,0.537233,267,358,0.74581
8,1,1.2762,2.92949,0.151171,0.509196,287,358,0.801676
8,2,1.31488,3.53147,0.142822,0.525524,269,358,0.751397
8,3,1.26946,2.72841,0.112434,0.528628,258,358,0.72067
8,4,1.30236,3.70523,0.182941,0.554951,263,358,0.734637
8,5,1.27783,3.07964,0.0951169,0.540868,277,358,0.773743
8,6,1.26433,2.84576,0.14502,0.539626,273,357,0.764706
8,7,1.27723,2.53879,0.192196,0.511363,280,357,0.784314
8,8,1.27231,2.88474,0.196748,0.507524,277,357,0.77591
8,9,1.23911,3.13996,0.165619,0.456204,303,357,0.84874
9,0,1.29231,2.88341,0.232733,0.52249,285,358,0.796089
9,1,1.28605,3.1176,0.329675,0.495513,281,358,0.784916
9,2,1.23195,3.23096,0.171312,0.503769,291,358,0.812849
9,3,1.29209,2.60196,0.156249,0.487006,290,358,0.810056
9,4,1.26804,3.3116,0.157533,0.521776,292,358,0.815642
9,5,1.24012,3.56226,0.129569,0.517199,291,358,0.812849
9,6,1.28393,3.25203,0.181646,0.534736,278,357,0.778711
9,7,1.24609,3.21476,0.263294,0.502144,289,357,0.809524
9,8,1.23583,3.62573,0.245112,0.512853,292,357,0.817927
9,9,1.22583,2.51208,0.18397,0.498067,284,357,0.795518
